Molecule,Group,Conformer,Atom_Index,F_Isotropic_ppm,F_Anisotropy_ppm
32,Group6_100Org,conf_22,11,320.339,129.101
32,Group6_100Org,conf_22,13,267.782,83.478
32,Group6_100Org,conf_23,5,294.677,139.648
32,Group6_100Org,conf_23,11,320.375,128.856
32,Group6_100Org,conf_23,13,267.78,83.452
32,Group6_100Org,conf_24,5,294.774,132.485
32,Group6_100Org,conf_24,11,320.576,128.234
32,Group6_100Org,conf_24,13,267.303,83.372
32,Group6_100Org,conf_25,5,294.596,132.692
32,Group6_100Org,conf_25,11,320.51,128.134
32,Group6_100Org,conf_25,13,267.24,83.415
32,Group6_100Org,conf_27,5,294.753,133.996
32,Group6_100Org,conf_27,11,320.886,127.553
32,Group6_100Org,conf_27,13,267.687,82.907
32,Group6_100Org,conf_28,5,294.791,133.887
32,Group6_100Org,conf_28,11,320.893,127.698
32,Group6_100Org,conf_28,13,267.755,82.922
33,Group1_100Aq,conf_01,7,325.622,84.591
33,Group1_100Aq,conf_02,7,325.656,84.418
33,Group1_100Aq,conf_03,7,325.661,84.499
33,Group2_80-20,conf_01,7,325.615,84.566
33,Group2_80-20,conf_02,7,325.657,84.41
33,Group2_80-20,conf_03,7,325.663,84.491
33,Group3_60-40,conf_01,7,325.617,84.557
33,Group3_60-40,conf_02,7,325.659,84.402
33,Group3_60-40,conf_03,7,325.664,84.482
33,Group4_40-60,conf_01,7,325.619,84.546
33,Group4_40-60,conf_02,7,325.661,84.389
33,Group4_40-60,conf_03,7,325.667,84.47
33,Group5_20-80,conf_01,7,325.622,84.532
33,Group5_20-80,conf_02,7,325.665,84.373
33,Group5_20-80,conf_03,7,325.671,84.452
33,Group6_100Org,conf_01,7,325.626,84.508
33,Group6_100Org,conf_02,7,325.67,84.346
33,Group6_100Org,conf_03,7,325.676,84.425
34,Group5_20-80,conf_02,12,288.092,120.634
34,Group1_100Aq,conf_01,12,287.682,121.469
34,Group1_100Aq,conf_02,12,288.191,120.472
34,Group1_100Aq,conf_03,12,282.292,122.283
34,Group1_100Aq,conf_04,12,279.836,115.292
34,Group2_80-20,conf_01,12,287.66,121.496
34,Group2_80-20,conf_02,12,288.176,120.498
34,Group2_80-20,conf_03,12,282.286,122.29
34,Group2_80-20,conf_04,12,279.857,115.269
34,Group3_60-40,conf_01,12,287.639,121.541
34,Group3_60-40,conf_02,12,288.156,120.53
34,Group3_60-40,conf_03,12,282.277,122.298
34,Group3_60-40,conf_04,12,279.877,115.258
34,Group4_40-60,conf_01,12,287.613,121.586
34,Group4_40-60,conf_02,12,288.13,120.572
34,Group4_40-60,conf_03,12,282.266,122.31
34,Group4_40-60,conf_04,12,279.809,115.312
34,Group5_20-80,conf_01,12,287.574,121.651
34,Group5_20-80,conf_03,12,282.251,122.326
34,Group5_20-80,conf_04,12,279.782,115.321
34,Group6_100Org,conf_01,12,287.513,121.753
34,Group6_100Org,conf_02,12,288.032,120.73
34,Group6_100Org,conf_03,12,282.224,122.354
34,Group6_100Org,conf_04,12,279.76,115.355
35,Group1_100Aq,conf_01,6,223.726,162.049
35,Group1_100Aq,conf_02,6,223.62,162.223
35,Group1_100Aq,conf_03,6,223.646,162.225
35,Group1_100Aq,conf_04,6,224.624,163.27
35,Group1_100Aq,conf_05,6,224.864,163.268
35,Group1_100Aq,conf_06,6,224.88,163.21
35,Group2_80-20,conf_01,6,223.708,162.014
35,Group2_80-20,conf_02,6,223.603,162.19
35,Group2_80-20,conf_03,6,223.629,162.191
35,Group2_80-20,conf_04,6,224.602,163.229
35,Group2_80-20,conf_05,6,224.842,163.227
35,Group2_80-20,conf_06,6,224.859,163.167
35,Group3_60-40,conf_01,6,223.687,161.97
35,Group3_60-40,conf_02,6,223.581,162.145
35,Group3_60-40,conf_03,6,223.607,162.146
35,Group3_60-40,conf_04,6,224.575,163.174
35,Group3_60-40,conf_05,6,224.815,163.171
35,Group3_60-40,conf_06,6,224.831,163.113
35,Group4_40-60,conf_01,6,223.656,161.91
35,Group4_40-60,conf_02,6,223.55,162.086
35,Group4_40-60,conf_03,6,223.576,162.087
35,Group4_40-60,conf_04,6,224.537,163.101
35,Group4_40-60,conf_05,6,224.777,163.098
35,Group4_40-60,conf_06,6,224.793,163.042
35,Group5_20-80,conf_01,6,223.613,161.823
35,Group5_20-80,conf_02,6,223.507,162.0
35,Group5_20-80,conf_03,6,223.533,162.002
35,Group5_20-80,conf_04,6,224.482,162.996
35,Group5_20-80,conf_05,6,224.723,162.994
35,Group5_20-80,conf_06,6,224.739,162.937
35,Group6_100Org,conf_01,6,223.546,161.691
35,Group6_100Org,conf_02,6,223.439,161.867
35,Group6_100Org,conf_03,6,223.465,161.868
35,Group6_100Org,conf_04,6,224.398,162.832
35,Group6_100Org,conf_05,6,224.64,162.831
35,Group6_100Org,conf_06,6,224.655,162.777
36,Group1_100Aq,conf_01,11,222.567,159.029
36,Group1_100Aq,conf_01,12,227.626,156.043
36,Group1_100Aq,conf_01,13,253.604,120.467
36,Group1_100Aq,conf_02,11,223.059,158.646
36,Group1_100Aq,conf_02,12,227.073,156.482
36,Group1_100Aq,conf_02,13,253.658,120.332
36,Group1_100Aq,conf_03,11,220.486,160.233
36,Group1_100Aq,conf_03,12,230.134,153.855
36,Group1_100Aq,conf_03,13,252.873,121.977
36,Group1_100Aq,conf_04,11,249.808,127.966
36,Group1_100Aq,conf_04,12,236.206,146.968
36,Group1_100Aq,conf_04,13,218.123,161.388
36,Group1_100Aq,conf_05,11,221.442,159.973
36,Group1_100Aq,conf_05,12,253.127,121.674
36,Group1_100Aq,conf_05,13,229.235,154.031
36,Group1_100Aq,conf_06,11,251.371,124.866
36,Group1_100Aq,conf_06,12,233.348,150.764
36,Group1_100Aq,conf_06,13,219.042,160.755
36,Group1_100Aq,conf_07,11,231.941,152.194
36,Group1_100Aq,conf_07,12,219.727,160.517
36,Group1_100Aq,conf_07,13,252.101,123.475
36,Group1_100Aq,conf_08,11,247.475,131.866
36,Group1_100Aq,conf_08,12,239.773,143.014
36,Group1_100Aq,conf_08,13,217.391,160.849
36,Group1_100Aq,conf_09,11,232.085,151.82
36,Group1_100Aq,conf_09,12,219.889,160.092
36,Group1_100Aq,conf_09,13,252.2,123.242
36,Group2_80-20,conf_01,11,222.354,159.281
36,Group2_80-20,conf_01,12,227.866,155.734
36,Group2_80-20,conf_01,13,253.592,120.505
36,Group2_80-20,conf_02,11,223.531,158.355
36,Group2_80-20,conf_02,12,226.502,156.912
36,Group2_80-20,conf_02,13,253.766,120.119
36,Group2_80-20,conf_03,11,220.57,160.213
36,Group2_80-20,conf_03,12,230.021,153.921
36,Group2_80-20,conf_03,13,252.911,121.88
36,Group2_80-20,conf_04,11,249.808,127.964
36,Group2_80-20,conf_04,12,236.207,146.959
36,Group2_80-20,conf_04,13,218.123,161.372
36,Group2_80-20,conf_05,11,221.443,159.958
36,Group2_80-20,conf_05,12,253.129,121.67
36,Group2_80-20,conf_05,13,229.236,154.02
36,Group2_80-20,conf_06,11,251.63,124.418
36,Group2_80-20,conf_06,12,232.965,151.153
36,Group2_80-20,conf_06,13,219.159,160.761
36,Group2_80-20,conf_07,11,231.944,152.183
36,Group2_80-20,conf_07,12,219.727,160.501
36,Group2_80-20,conf_07,13,252.102,123.472
36,Group2_80-20,conf_08,11,247.476,131.861
36,Group2_80-20,conf_08,12,239.776,143.005
36,Group2_80-20,conf_08,13,217.39,160.836
36,Group2_80-20,conf_09,11,232.091,151.805
36,Group2_80-20,conf_09,12,219.885,160.083
36,Group2_80-20,conf_09,13,252.199,123.241
36,Group3_60-40,conf_01,11,222.614,159.002
36,Group3_60-40,conf_01,12,227.575,156.045
36,Group3_60-40,conf_01,13,253.601,120.431
36,Group3_60-40,conf_02,11,223.673,158.247
36,Group3_60-40,conf_02,12,226.393,156.955
36,Group3_60-40,conf_02,13,253.755,120.106
36,Group3_60-40,conf_03,11,220.44,160.185
36,Group3_60-40,conf_03,12,230.278,153.68
36,Group3_60-40,conf_03,13,252.797,122.122
36,Group3_60-40,conf_04,11,249.809,127.96
36,Group3_60-40,conf_04,12,236.209,146.948
36,Group3_60-40,conf_04,13,218.123,161.35
36,Group3_60-40,conf_05,11,221.443,159.939
36,Group3_60-40,conf_05,12,253.13,121.666
36,Group3_60-40,conf_05,13,229.238,154.005
36,Group3_60-40,conf_06,11,251.677,124.299
36,Group3_60-40,conf_06,12,232.786,151.306
36,Group3_60-40,conf_06,13,219.283,160.657
36,Group3_60-40,conf_07,11,231.946,152.169
36,Group3_60-40,conf_07,12,219.728,160.482
36,Group3_60-40,conf_07,13,252.103,123.47
36,Group3_60-40,conf_08,11,247.477,131.854
36,Group3_60-40,conf_08,12,239.778,142.996
36,Group3_60-40,conf_08,13,217.388,160.821
36,Group3_60-40,conf_09,11,232.094,151.79
36,Group3_60-40,conf_09,12,219.884,160.068
36,Group3_60-40,conf_09,13,252.201,123.235
36,Group4_40-60,conf_01,11,222.699,158.957
36,Group4_40-60,conf_01,12,227.424,156.152
36,Group4_40-60,conf_01,13,253.672,120.315
36,Group4_40-60,conf_02,11,223.343,158.442
36,Group4_40-60,conf_02,12,226.729,156.69
36,Group4_40-60,conf_02,13,253.73,120.189
36,Group4_40-60,conf_03,11,220.658,160.129
36,Group4_40-60,conf_03,12,229.886,154.013
36,Group4_40-60,conf_03,13,252.964,121.769
36,Group4_40-60,conf_04,11,249.811,127.956
36,Group4_40-60,conf_04,12,236.212,146.931
36,Group4_40-60,conf_04,13,218.124,161.322
36,Group4_40-60,conf_05,11,221.444,159.913
36,Group4_40-60,conf_05,12,253.132,121.66
36,Group4_40-60,conf_05,13,229.24,153.987
36,Group4_40-60,conf_06,11,251.541,124.545
36,Group4_40-60,conf_06,12,233.003,151.053
36,Group4_40-60,conf_06,13,219.203,160.653
36,Group4_40-60,conf_07,11,231.95,152.151
36,Group4_40-60,conf_07,12,219.728,160.454
36,Group4_40-60,conf_07,13,252.104,123.468
36,Group4_40-60,conf_08,11,247.478,131.848
36,Group4_40-60,conf_08,12,239.782,142.981
36,Group4_40-60,conf_08,13,217.386,160.798
36,Group4_40-60,conf_09,11,232.098,151.773
36,Group4_40-60,conf_09,12,219.882,160.048
36,Group4_40-60,conf_09,13,252.203,123.227
36,Group5_20-80,conf_01,11,218.205,161.007
36,Group5_20-80,conf_01,12,235.501,148.371
36,Group5_20-80,conf_01,13,250.232,126.963
36,Group5_20-80,conf_02,11,223.158,158.504
36,Group5_20-80,conf_02,12,226.95,156.511
36,Group5_20-80,conf_02,13,253.707,120.248
36,Group5_20-80,conf_03,11,220.68,160.022
36,Group5_20-80,conf_03,12,229.877,154.01
36,Group5_20-80,conf_03,13,252.962,121.797
36,Group5_20-80,conf_04,11,249.813,127.949
36,Group5_20-80,conf_04,12,236.215,146.91
36,Group5_20-80,conf_04,13,218.125,161.279
36,Group5_20-80,conf_05,11,221.445,159.877
36,Group5_20-80,conf_05,12,253.134,121.654
36,Group5_20-80,conf_05,13,229.243,153.959
36,Group5_20-80,conf_06,11,251.373,124.859
36,Group5_20-80,conf_06,12,233.377,150.686
36,Group5_20-80,conf_06,13,219.033,160.663
36,Group5_20-80,conf_07,11,231.955,152.125
36,Group5_20-80,conf_07,12,219.728,160.417
36,Group5_20-80,conf_07,13,252.106,123.462
36,Group5_20-80,conf_08,11,247.48,131.836
36,Group5_20-80,conf_08,12,239.787,142.961
36,Group5_20-80,conf_08,13,217.384,160.766
36,Group5_20-80,conf_09,11,232.101,151.746
36,Group5_20-80,conf_09,12,219.882,160.016
36,Group5_20-80,conf_09,13,252.206,123.218
36,Group6_100Org,conf_01,11,222.35,159.006
36,Group6_100Org,conf_01,12,227.944,155.682
36,Group6_100Org,conf_01,13,253.544,120.569
36,Group6_100Org,conf_02,11,223.095,158.5
36,Group6_100Org,conf_02,12,227.058,156.352
36,Group6_100Org,conf_02,13,253.682,120.29
36,Group6_100Org,conf_03,11,220.854,159.838
36,Group6_100Org,conf_03,12,229.713,154.097
36,Group6_100Org,conf_03,13,252.962,121.726
36,Group6_100Org,conf_04,11,249.816,127.938
36,Group6_100Org,conf_04,12,236.222,146.874
36,Group6_100Org,conf_04,13,218.126,161.215
36,Group6_100Org,conf_05,11,221.447,159.82
36,Group6_100Org,conf_05,12,253.138,121.642
36,Group6_100Org,conf_05,13,229.247,153.917
36,Group6_100Org,conf_06,11,251.497,124.635
36,Group6_100Org,conf_06,12,233.202,150.828
36,Group6_100Org,conf_06,13,219.09,160.625
36,Group6_100Org,conf_07,11,231.963,152.083
36,Group6_100Org,conf_07,12,219.729,160.356
36,Group6_100Org,conf_07,13,252.109,123.455
36,Group6_100Org,conf_08,11,247.483,131.82
36,Group6_100Org,conf_08,12,239.796,142.929
36,Group6_100Org,conf_08,13,217.38,160.716
36,Group6_100Org,conf_09,11,232.109,151.705
36,Group6_100Org,conf_09,12,219.88,159.969
36,Group6_100Org,conf_09,13,252.21,123.203
37,Group1_100Aq,conf_01,7,255.445,136.727
37,Group1_100Aq,conf_01,8,235.606,150.269
37,Group1_100Aq,conf_01,9,244.89,146.156
37,Group1_100Aq,conf_02,7,235.641,150.222
37,Group1_100Aq,conf_02,8,244.971,146.079
37,Group1_100Aq,conf_02,9,255.405,136.804
37,Group1_100Aq,conf_03,7,244.783,146.197
37,Group1_100Aq,conf_03,8,236.166,149.735
37,Group1_100Aq,conf_03,9,255.025,135.471
37,Group1_100Aq,conf_04,7,236.524,149.426
37,Group1_100Aq,conf_04,8,254.936,135.511
37,Group1_100Aq,conf_04,9,244.62,146.352
37,Group1_100Aq,conf_05,7,255.832,136.211
37,Group1_100Aq,conf_05,8,245.046,145.72
37,Group1_100Aq,conf_05,9,232.751,146.171
37,Group1_100Aq,conf_06,7,231.789,146.385
37,Group1_100Aq,conf_06,8,245.394,145.324
37,Group1_100Aq,conf_06,9,255.897,136.415
37,Group1_100Aq,conf_07,7,245.583,145.112
37,Group1_100Aq,conf_07,8,255.824,136.511
37,Group1_100Aq,conf_07,9,231.544,146.272
37,Group1_100Aq,conf_08,7,255.831,136.286
37,Group1_100Aq,conf_08,8,245.171,145.501
37,Group1_100Aq,conf_08,9,232.647,146.208
37,Group1_100Aq,conf_09,7,245.389,145.352
37,Group1_100Aq,conf_09,8,231.846,146.11
37,Group1_100Aq,conf_09,9,255.797,136.474
37,Group1_100Aq,conf_10,7,255.106,135.628
37,Group1_100Aq,conf_10,8,244.745,146.172
37,Group1_100Aq,conf_10,9,235.991,149.874
37,Group2_80-20,conf_01,7,255.444,136.74
37,Group2_80-20,conf_01,8,235.608,150.25
37,Group2_80-20,conf_01,9,244.887,146.149
37,Group2_80-20,conf_02,7,235.632,150.214
37,Group2_80-20,conf_02,8,244.959,146.095
37,Group2_80-20,conf_02,9,255.424,136.782
37,Group2_80-20,conf_03,7,244.78,146.191
37,Group2_80-20,conf_03,8,236.169,149.714
37,Group2_80-20,conf_03,9,255.023,135.484
37,Group2_80-20,conf_04,7,236.527,149.406
37,Group2_80-20,conf_04,8,254.934,135.521
37,Group2_80-20,conf_04,9,244.617,146.347
37,Group2_80-20,conf_05,7,255.83,136.224
37,Group2_80-20,conf_05,8,245.043,145.713
37,Group2_80-20,conf_05,9,232.754,146.152
37,Group2_80-20,conf_06,7,231.794,146.365
37,Group2_80-20,conf_06,8,245.39,145.318
37,Group2_80-20,conf_06,9,255.895,136.427
37,Group2_80-20,conf_07,7,245.58,145.105
37,Group2_80-20,conf_07,8,255.822,136.522
37,Group2_80-20,conf_07,9,231.547,146.254
37,Group2_80-20,conf_08,7,255.828,136.288
37,Group2_80-20,conf_08,8,245.133,145.576
37,Group2_80-20,conf_08,9,232.67,146.135
37,Group2_80-20,conf_09,7,245.413,145.296
37,Group2_80-20,conf_09,8,231.784,146.122
37,Group2_80-20,conf_09,9,255.798,136.514
37,Group2_80-20,conf_10,7,255.104,135.641
37,Group2_80-20,conf_10,8,244.742,146.166
37,Group2_80-20,conf_10,9,235.993,149.855
37,Group3_60-40,conf_01,7,255.443,136.757
37,Group3_60-40,conf_01,8,235.613,150.224
37,Group3_60-40,conf_01,9,244.884,146.14
37,Group3_60-40,conf_02,7,235.652,150.172
37,Group3_60-40,conf_02,8,244.961,146.072
37,Group3_60-40,conf_02,9,255.402,136.827
37,Group3_60-40,conf_03,7,244.775,146.183
37,Group3_60-40,conf_03,8,236.173,149.688
37,Group3_60-40,conf_03,9,255.02,135.5
37,Group3_60-40,conf_04,7,236.53,149.382
37,Group3_60-40,conf_04,8,254.931,135.537
37,Group3_60-40,conf_04,9,244.613,146.338
37,Group3_60-40,conf_05,7,255.829,136.238
37,Group3_60-40,conf_05,8,245.038,145.705
37,Group3_60-40,conf_05,9,232.759,146.128
37,Group3_60-40,conf_06,7,231.8,146.342
37,Group3_60-40,conf_06,8,245.384,145.31
37,Group3_60-40,conf_06,9,255.893,136.442
37,Group3_60-40,conf_07,7,245.562,145.068
37,Group3_60-40,conf_07,8,255.833,136.547
37,Group3_60-40,conf_07,9,231.621,146.249
37,Group3_60-40,conf_08,7,255.821,136.301
37,Group3_60-40,conf_08,8,245.17,145.479
37,Group3_60-40,conf_08,9,232.633,146.197
37,Group3_60-40,conf_09,7,245.378,145.339
37,Group3_60-40,conf_09,8,231.859,146.069
37,Group3_60-40,conf_09,9,255.794,136.499
37,Group3_60-40,conf_10,7,255.101,135.658
37,Group3_60-40,conf_10,8,244.737,146.158
37,Group3_60-40,conf_10,9,235.996,149.829
37,Group4_40-60,conf_01,7,255.44,136.78
37,Group4_40-60,conf_01,8,235.617,150.189
37,Group4_40-60,conf_01,9,244.879,146.128
37,Group4_40-60,conf_02,7,235.58,150.213
37,Group4_40-60,conf_02,8,244.983,146.031
37,Group4_40-60,conf_02,9,255.422,136.854
37,Group4_40-60,conf_03,7,244.769,146.174
37,Group4_40-60,conf_03,8,236.178,149.651
37,Group4_40-60,conf_03,9,255.017,135.521
37,Group4_40-60,conf_04,7,236.534,149.346
37,Group4_40-60,conf_04,8,254.927,135.559
37,Group4_40-60,conf_04,9,244.606,146.328
37,Group4_40-60,conf_05,7,255.825,136.258
37,Group4_40-60,conf_05,8,245.031,145.693
37,Group4_40-60,conf_05,9,232.764,146.096
37,Group4_40-60,conf_06,7,231.807,146.309
37,Group4_40-60,conf_06,8,245.376,145.299
37,Group4_40-60,conf_06,9,255.889,136.462
37,Group4_40-60,conf_07,7,245.556,145.054
37,Group4_40-60,conf_07,8,255.83,136.567
37,Group4_40-60,conf_07,9,231.627,146.218
37,Group4_40-60,conf_08,7,255.812,136.321
37,Group4_40-60,conf_08,8,245.138,145.522
37,Group4_40-60,conf_08,9,232.666,146.13
37,Group4_40-60,conf_09,7,245.394,145.288
37,Group4_40-60,conf_09,8,231.806,146.062
37,Group4_40-60,conf_09,9,255.793,136.544
37,Group4_40-60,conf_10,7,255.097,135.68
37,Group4_40-60,conf_10,8,244.732,146.148
37,Group4_40-60,conf_10,9,236.001,149.792
37,Group5_20-80,conf_01,7,255.43,136.798
37,Group5_20-80,conf_01,8,235.664,150.101
37,Group5_20-80,conf_01,9,244.861,146.126
37,Group5_20-80,conf_02,7,235.571,150.184
37,Group5_20-80,conf_02,8,244.986,145.999
37,Group5_20-80,conf_02,9,255.422,136.885
37,Group5_20-80,conf_03,7,244.76,146.159
37,Group5_20-80,conf_03,8,236.185,149.601
37,Group5_20-80,conf_03,9,255.012,135.551
37,Group5_20-80,conf_04,7,236.539,149.297
37,Group5_20-80,conf_04,8,254.922,135.589
37,Group5_20-80,conf_04,9,244.597,146.313
37,Group5_20-80,conf_05,7,255.821,136.288
37,Group5_20-80,conf_05,8,245.021,145.676
37,Group5_20-80,conf_05,9,232.773,146.049
37,Group5_20-80,conf_06,7,231.819,146.262
37,Group5_20-80,conf_06,8,245.366,145.283
37,Group5_20-80,conf_06,9,255.884,136.492
37,Group5_20-80,conf_07,7,245.546,145.036
37,Group5_20-80,conf_07,8,255.826,136.598
37,Group5_20-80,conf_07,9,231.636,146.175
37,Group5_20-80,conf_08,7,255.809,136.328
37,Group5_20-80,conf_08,8,245.105,145.558
37,Group5_20-80,conf_08,9,232.698,146.062
37,Group5_20-80,conf_09,7,245.358,145.315
37,Group5_20-80,conf_09,8,231.884,145.992
37,Group5_20-80,conf_09,9,255.786,136.546
37,Group5_20-80,conf_10,7,255.091,135.711
37,Group5_20-80,conf_10,8,244.724,146.132
37,Group5_20-80,conf_10,9,236.007,149.742
37,Group6_100Org,conf_01,7,255.424,136.849
37,Group6_100Org,conf_01,8,235.678,150.02
37,Group6_100Org,conf_01,9,244.85,146.1
37,Group6_100Org,conf_02,7,235.575,150.123
37,Group6_100Org,conf_02,8,244.984,145.955
37,Group6_100Org,conf_02,9,255.42,136.931
37,Group6_100Org,conf_03,7,244.745,146.131
37,Group6_100Org,conf_03,8,236.193,149.535
37,Group6_100Org,conf_03,9,255.003,135.602
37,Group6_100Org,conf_04,7,236.548,149.219
37,Group6_100Org,conf_04,8,254.913,135.637
37,Group6_100Org,conf_04,9,244.584,146.29
37,Group6_100Org,conf_05,7,255.815,136.332
37,Group6_100Org,conf_05,8,245.006,145.65
37,Group6_100Org,conf_05,9,232.785,145.978
37,Group6_100Org,conf_06,7,231.837,146.189
37,Group6_100Org,conf_06,8,245.349,145.258
37,Group6_100Org,conf_06,9,255.878,136.536
37,Group6_100Org,conf_07,7,245.53,145.008
37,Group6_100Org,conf_07,8,255.82,136.644
37,Group6_100Org,conf_07,9,231.649,146.106
37,Group6_100Org,conf_08,7,255.795,136.369
37,Group6_100Org,conf_08,8,245.064,145.561
37,Group6_100Org,conf_08,9,232.794,145.955
37,Group6_100Org,conf_09,7,245.315,145.357
37,Group6_100Org,conf_09,8,231.924,145.914
37,Group6_100Org,conf_09,9,255.802,136.551
37,Group6_100Org,conf_10,7,255.082,135.759
37,Group6_100Org,conf_10,8,244.711,146.108
37,Group6_100Org,conf_10,9,236.016,149.663
38,Group1_100Aq,conf_01,8,264.166,135.225
38,Group1_100Aq,conf_01,9,257.95,131.194
38,Group1_100Aq,conf_01,10,257.287,130.728
38,Group1_100Aq,conf_02,8,257.964,131.216
38,Group1_100Aq,conf_02,9,263.428,135.058
38,Group1_100Aq,conf_02,10,257.562,131.309
38,Group1_100Aq,conf_03,8,257.253,130.794
38,Group1_100Aq,conf_03,9,257.502,131.062
38,Group1_100Aq,conf_03,10,263.712,134.682
38,Group1_100Aq,conf_04,8,262.597,133.732
38,Group1_100Aq,conf_04,9,257.325,129.969
38,Group1_100Aq,conf_04,10,256.93,131.434
38,Group1_100Aq,conf_05,8,263.485,134.775
38,Group1_100Aq,conf_05,9,257.889,131.409
38,Group1_100Aq,conf_05,10,257.535,131.407
38,Group1_100Aq,conf_06,8,257.273,130.871
38,Group1_100Aq,conf_06,9,257.437,131.204
38,Group1_100Aq,conf_06,10,263.738,134.822
38,Group1_100Aq,conf_07,8,262.879,133.479
38,Group1_100Aq,conf_07,9,257.19,130.006
38,Group1_100Aq,conf_07,10,257.134,130.408
38,Group1_100Aq,conf_08,8,257.161,130.028
38,Group1_100Aq,conf_08,9,262.846,133.498
38,Group1_100Aq,conf_08,10,257.112,130.457
38,Group1_100Aq,conf_09,8,262.908,133.451
38,Group1_100Aq,conf_09,9,257.176,130.055
38,Group1_100Aq,conf_09,10,257.13,130.388
38,Group1_100Aq,conf_10,8,257.186,129.929
38,Group1_100Aq,conf_10,9,257.049,130.441
38,Group1_100Aq,conf_10,10,262.898,133.625
38,Group1_100Aq,conf_11,8,262.93,133.444
38,Group1_100Aq,conf_11,9,257.187,130.016
38,Group1_100Aq,conf_11,10,257.156,130.319
38,Group1_100Aq,conf_12,8,257.138,130.003
38,Group1_100Aq,conf_12,9,257.052,130.481
38,Group1_100Aq,conf_12,10,262.916,133.584
38,Group1_100Aq,conf_13,8,257.204,130.051
38,Group1_100Aq,conf_13,9,257.111,130.312
38,Group1_100Aq,conf_13,10,262.88,133.59
38,Group1_100Aq,conf_14,8,257.204,130.083
38,Group1_100Aq,conf_14,9,257.159,130.182
38,Group1_100Aq,conf_14,10,262.891,133.509
38,Group1_100Aq,conf_15,8,252.18,122.001
38,Group1_100Aq,conf_15,9,258.747,139.634
38,Group1_100Aq,conf_15,10,252.148,125.951
38,Group2_80-20,conf_01,8,264.167,135.218
38,Group2_80-20,conf_01,9,257.95,131.184
38,Group2_80-20,conf_01,10,257.286,130.727
38,Group2_80-20,conf_02,8,257.965,131.206
38,Group2_80-20,conf_02,9,263.43,135.051
38,Group2_80-20,conf_02,10,257.559,131.31
38,Group2_80-20,conf_03,8,257.249,130.795
38,Group2_80-20,conf_03,9,257.5,131.05
38,Group2_80-20,conf_03,10,263.714,134.672
38,Group2_80-20,conf_04,8,262.598,133.723
38,Group2_80-20,conf_04,9,257.323,129.969
38,Group2_80-20,conf_04,10,256.93,131.432
38,Group2_80-20,conf_05,8,263.486,134.768
38,Group2_80-20,conf_05,9,257.888,131.401
38,Group2_80-20,conf_05,10,257.532,131.408
38,Group2_80-20,conf_06,8,257.27,130.871
38,Group2_80-20,conf_06,9,257.436,131.195
38,Group2_80-20,conf_06,10,263.739,134.816
38,Group2_80-20,conf_07,8,262.879,133.471
38,Group2_80-20,conf_07,9,257.189,130.007
38,Group2_80-20,conf_07,10,257.135,130.402
38,Group2_80-20,conf_08,8,257.159,130.028
38,Group2_80-20,conf_08,9,262.846,133.492
38,Group2_80-20,conf_08,10,257.112,130.452
38,Group2_80-20,conf_09,8,262.908,133.445
38,Group2_80-20,conf_09,9,257.174,130.057
38,Group2_80-20,conf_09,10,257.131,130.382
38,Group2_80-20,conf_10,8,257.185,129.928
38,Group2_80-20,conf_10,9,257.05,130.436
38,Group2_80-20,conf_10,10,262.898,133.618
38,Group2_80-20,conf_11,8,262.93,133.438
38,Group2_80-20,conf_11,9,257.187,130.014
38,Group2_80-20,conf_11,10,257.158,130.313
38,Group2_80-20,conf_12,8,257.137,130.002
38,Group2_80-20,conf_12,9,257.052,130.476
38,Group2_80-20,conf_12,10,262.916,133.578
38,Group2_80-20,conf_13,8,257.203,130.051
38,Group2_80-20,conf_13,9,257.111,130.307
38,Group2_80-20,conf_13,10,262.881,133.583
38,Group2_80-20,conf_14,8,257.203,130.083
38,Group2_80-20,conf_14,9,257.16,130.177
38,Group2_80-20,conf_14,10,262.892,133.501
38,Group2_80-20,conf_15,8,252.177,121.987
38,Group2_80-20,conf_15,9,258.749,139.626
38,Group2_80-20,conf_15,10,252.146,125.956
38,Group3_60-40,conf_01,8,264.168,135.209
38,Group3_60-40,conf_01,9,257.949,131.175
38,Group3_60-40,conf_01,10,257.283,130.726
38,Group3_60-40,conf_02,8,257.964,131.194
38,Group3_60-40,conf_02,9,263.431,135.043
38,Group3_60-40,conf_02,10,257.557,131.31
38,Group3_60-40,conf_03,8,257.247,130.796
38,Group3_60-40,conf_03,9,257.5,131.039
38,Group3_60-40,conf_03,10,263.715,134.663
38,Group3_60-40,conf_04,8,262.598,133.713
38,Group3_60-40,conf_04,9,257.321,129.968
38,Group3_60-40,conf_04,10,256.93,131.428
38,Group3_60-40,conf_05,8,263.487,134.76
38,Group3_60-40,conf_05,9,257.888,131.389
38,Group3_60-40,conf_05,10,257.529,131.407
38,Group3_60-40,conf_06,8,257.268,130.872
38,Group3_60-40,conf_06,9,257.436,131.183
38,Group3_60-40,conf_06,10,263.74,134.807
38,Group3_60-40,conf_07,8,262.879,133.463
38,Group3_60-40,conf_07,9,257.186,130.006
38,Group3_60-40,conf_07,10,257.135,130.397
38,Group3_60-40,conf_08,8,257.157,130.028
38,Group3_60-40,conf_08,9,262.847,133.481
38,Group3_60-40,conf_08,10,257.113,130.445
38,Group3_60-40,conf_09,8,262.909,133.434
38,Group3_60-40,conf_09,9,257.172,130.056
