Exp_Compound,Comp_Model,Reporter,Atoms_Tracked,GLS_Type,Group,Epsilon,Conformer,Gibbs_Hartree,DeltaG_kcal_mol,Boltzmann_Weight,F_Shielding_ppm,Sigma_avg_ppm
22,32,F-6,[13],aromatic,Group3_60-40,60.06,conf_28,-1499.37135688,0.282963,0.02933875,267.852,267.833949
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_01,-1499.37169020,0.052115,0.04328929,267.434,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_02,-1499.37167550,0.061339,0.04262054,267.487,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_03,-1499.37165547,0.073908,0.04172590,267.979,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_04,-1499.37176925,0.002510,0.04706964,267.844,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_05,-1499.37177325,0.000000,0.04726947,267.850,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_06,-1499.37167752,0.060071,0.04271182,267.985,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_07,-1499.37167633,0.060818,0.04265802,267.876,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_08,-1499.37167590,0.061088,0.04263860,267.959,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_09,-1499.37091123,0.540925,0.01897054,268.442,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_10,-1499.37089462,0.551348,0.01863973,268.326,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_11,-1499.37167354,0.062569,0.04253215,267.953,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_12,-1499.37168189,0.057329,0.04290996,267.967,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_13,-1499.37167894,0.059180,0.04277610,267.958,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_14,-1499.37168230,0.057072,0.04292860,267.958,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_15,-1499.37174884,0.015317,0.04606307,267.842,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_16,-1499.37173059,0.026770,0.04518128,267.839,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_17,-1499.37100003,0.485203,0.02084130,267.709,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_18,-1499.37165416,0.074730,0.04166805,267.865,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_19,-1499.37092182,0.534280,0.01918451,267.725,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_20,-1499.37099585,0.487825,0.02074924,267.597,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_21,-1499.37139907,0.234801,0.03180315,267.428,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_22,-1499.37168515,0.055284,0.04305837,267.854,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_23,-1499.37171604,0.035900,0.04449037,267.855,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_24,-1499.37142933,0.215813,0.03283891,267.398,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_25,-1499.37141244,0.226412,0.03225670,267.334,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_27,-1499.37145611,0.199008,0.03378366,267.761,267.812999
22,32,F-6,[13],aromatic,Group4_40-60,50.94,conf_28,-1499.37132299,0.282542,0.02934106,267.831,267.812999
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_01,-1499.37163968,0.052899,0.04319660,267.404,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_02,-1499.37162779,0.060360,0.04265604,267.451,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_03,-1499.37160729,0.073224,0.04173988,267.951,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_04,-1499.37172023,0.002353,0.04704353,267.816,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_05,-1499.37172398,0.000000,0.04723074,267.822,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_06,-1499.37162922,0.059463,0.04272069,267.957,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_07,-1499.37162763,0.060460,0.04264881,267.848,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_08,-1499.37162758,0.060492,0.04264655,267.931,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_09,-1499.37086490,0.539080,0.01901411,268.414,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_10,-1499.37084692,0.550363,0.01865545,268.291,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_11,-1499.37162523,0.061967,0.04254054,267.924,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_12,-1499.37163365,0.056683,0.04292160,267.939,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_13,-1499.37163034,0.058760,0.04277140,267.930,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_14,-1499.37163358,0.056727,0.04291842,267.930,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_15,-1499.37170006,0.015010,0.04604923,267.814,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_16,-1499.37168168,0.026544,0.04516148,267.810,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_17,-1499.37095133,0.484845,0.02083680,267.679,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_18,-1499.37160463,0.074893,0.04162245,267.839,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_19,-1499.37087365,0.533590,0.01919114,267.696,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_20,-1499.37094709,0.487505,0.02074344,267.567,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_21,-1499.37135032,0.234475,0.03179460,267.391,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_22,-1499.37164017,0.052592,0.04321902,267.827,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_23,-1499.37166849,0.034820,0.04453497,267.817,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_24,-1499.37138022,0.215712,0.03281757,267.360,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_25,-1499.37136331,0.226324,0.03223505,267.298,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_27,-1499.37140673,0.199077,0.03375205,267.733,267.783093
22,32,F-6,[13],aromatic,Group5_20-80,41.82,conf_28,-1499.37127439,0.282122,0.02933783,267.801,267.783093
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_01,-1499.37156418,0.051876,0.04320478,267.351,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_02,-1499.37155393,0.058308,0.04273829,267.399,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_03,-1499.37153298,0.071454,0.04180044,267.907,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_04,-1499.37164398,0.001801,0.04701509,267.773,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_05,-1499.37164685,0.000000,0.04715821,267.780,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_06,-1499.37155418,0.058151,0.04274961,267.913,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_07,-1499.37155116,0.060046,0.04261309,267.805,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_08,-1499.37155257,0.059162,0.04267678,267.888,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_09,-1499.37079599,0.533922,0.01915091,268.368,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_10,-1499.37077279,0.548481,0.01868608,268.235,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_11,-1499.37154989,0.060843,0.04255581,267.881,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_12,-1499.37155882,0.055240,0.04296021,267.895,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_13,-1499.37155484,0.057737,0.04277950,267.886,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_14,-1499.37155784,0.055855,0.04291565,267.887,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_15,-1499.37161886,0.017564,0.04578075,267.781,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_16,-1499.37160609,0.025577,0.04516573,267.767,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_17,-1499.37087431,0.484776,0.02080723,267.632,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_18,-1499.37153115,0.072603,0.04171950,267.791,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_19,-1499.37079885,0.532128,0.01920901,267.649,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_20,-1499.37086640,0.489739,0.02063364,267.520,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_21,-1499.37127456,0.233615,0.03179187,267.333,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_22,-1499.37156591,0.050791,0.04328402,267.782,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_23,-1499.37159258,0.034055,0.04452408,267.780,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_24,-1499.37130390,0.215204,0.03279529,267.303,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_25,-1499.37128742,0.225546,0.03222785,267.240,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_27,-1499.37132998,0.198839,0.03371378,267.687,267.737567
22,32,F-6,[13],aromatic,Group6_100Org,32.7,conf_28,-1499.37119887,0.281111,0.02934277,267.755,267.737567
23,33,F,[7],aromatic,Group1_100Aq,78.3,conf_01,-840.19640506,0.000000,0.40436644,325.622,325.643761
23,33,F,[7],aromatic,Group1_100Aq,78.3,conf_02,-840.19610298,0.189558,0.29364875,325.656,325.643761
23,33,F,[7],aromatic,Group1_100Aq,78.3,conf_03,-840.19612941,0.172973,0.30198481,325.661,325.643761
23,33,F,[7],aromatic,Group2_80-20,69.18,conf_01,-840.19638570,0.000000,0.40438814,325.615,325.641828
23,33,F,[7],aromatic,Group2_80-20,69.18,conf_02,-840.19608354,0.189608,0.29363963,325.657,325.641828
23,33,F,[7],aromatic,Group2_80-20,69.18,conf_03,-840.19610996,0.173029,0.30197223,325.663,325.641828
23,33,F,[7],aromatic,Group3_60-40,60.06,conf_01,-840.19636055,0.000000,0.40443150,325.617,325.643524
23,33,F,[7],aromatic,Group3_60-40,60.06,conf_02,-840.19605822,0.189715,0.29361825,325.659,325.643524
23,33,F,[7],aromatic,Group3_60-40,60.06,conf_03,-840.19608464,0.173136,0.30195024,325.664,325.643524
23,33,F,[7],aromatic,Group4_40-60,50.94,conf_01,-840.19632629,0.000000,0.40445705,325.619,325.645824
23,33,F,[7],aromatic,Group4_40-60,50.94,conf_02,-840.19602387,0.189771,0.29360881,325.661,325.645824
23,33,F,[7],aromatic,Group4_40-60,50.94,conf_03,-840.19605027,0.173205,0.30193414,325.667,325.645824
23,33,F,[7],aromatic,Group5_20-80,41.82,conf_01,-840.19627734,0.000000,0.40453362,325.622,325.649416
23,33,F,[7],aromatic,Group5_20-80,41.82,conf_02,-840.19597463,0.189953,0.29357421,325.665,325.649416
23,33,F,[7],aromatic,Group5_20-80,41.82,conf_03,-840.19600101,0.173400,0.30189217,325.671,325.649416
23,33,F,[7],aromatic,Group6_100Org,32.7,conf_01,-840.19620119,0.000000,0.40462676,325.626,325.654007
23,33,F,[7],aromatic,Group6_100Org,32.7,conf_02,-840.19589812,0.190179,0.29352987,325.670,325.654007
23,33,F,[7],aromatic,Group6_100Org,32.7,conf_03,-840.19592449,0.173632,0.30184337,325.676,325.654007
24,34,F,[12],aromatic,Group1_100Aq,78.3,conf_01,-1012.59797469,0.164646,0.41994339,287.682,287.805391
24,34,F,[12],aromatic,Group1_100Aq,78.3,conf_02,-1012.59823707,0.000000,0.55446864,288.191,287.805391
24,34,F,[12],aromatic,Group1_100Aq,78.3,conf_03,-1012.59495078,2.062177,0.01707225,282.292,287.805391
24,34,F,[12],aromatic,Group1_100Aq,78.3,conf_04,-1012.59429406,2.474274,0.00851572,279.836,287.805391
24,34,F,[12],aromatic,Group2_80-20,69.18,conf_01,-1012.59794700,0.163228,0.42045255,287.660,287.786625
24,34,F,[12],aromatic,Group2_80-20,69.18,conf_02,-1012.59820712,0.000000,0.55381371,288.176,287.786625
24,34,F,[12],aromatic,Group2_80-20,69.18,conf_03,-1012.59492625,2.058775,0.01715026,282.286,287.786625
24,34,F,[12],aromatic,Group2_80-20,69.18,conf_04,-1012.59427271,2.468878,0.00858348,279.857,287.786625
24,34,F,[12],aromatic,Group3_60-40,60.06,conf_01,-1012.59790617,0.165248,0.41956524,287.639,287.766107
24,34,F,[12],aromatic,Group3_60-40,60.06,conf_02,-1012.59816951,0.000000,0.55453288,288.156,287.766107
24,34,F,[12],aromatic,Group3_60-40,60.06,conf_03,-1012.59489434,2.055199,0.01727651,282.277,287.766107
24,34,F,[12],aromatic,Group3_60-40,60.06,conf_04,-1012.59423847,2.466763,0.00862536,279.877,287.766107
24,34,F,[12],aromatic,Group4_40-60,50.94,conf_01,-1012.59785263,0.165675,0.41928372,287.613,287.738468
24,34,F,[12],aromatic,Group4_40-60,50.94,conf_02,-1012.59811665,0.000000,0.55456005,288.130,287.738468
24,34,F,[12],aromatic,Group4_40-60,50.94,conf_03,-1012.59485106,2.049187,0.01745355,282.266,287.738468
24,34,F,[12],aromatic,Group4_40-60,50.94,conf_04,-1012.59419399,2.461504,0.00870268,279.809,287.738468
24,34,F,[12],aromatic,Group5_20-80,41.82,conf_01,-1012.59777590,0.166296,0.41887775,287.574,287.698384
24,34,F,[12],aromatic,Group5_20-80,41.82,conf_02,-1012.59804091,0.000000,0.55460431,288.092,287.698384
24,34,F,[12],aromatic,Group5_20-80,41.82,conf_03,-1012.59478903,2.040584,0.01771025,282.251,287.698384
24,34,F,[12],aromatic,Group5_20-80,41.82,conf_04,-1012.59412950,2.454445,0.00880770,279.782,287.698384
24,34,F,[12],aromatic,Group6_100Org,32.7,conf_01,-1012.59765618,0.167633,0.41806350,287.513,287.635008
24,34,F,[12],aromatic,Group6_100Org,32.7,conf_02,-1012.59792332,0.000000,0.55477634,288.032,287.635008
24,34,F,[12],aromatic,Group6_100Org,32.7,conf_03,-1012.59469284,2.027155,0.01812185,282.224,287.635008
24,34,F,[12],aromatic,Group6_100Org,32.7,conf_04,-1012.59403602,2.439316,0.00903830,279.760,287.635008
25,35,F,[6],aromatic,Group1_100Aq,78.3,conf_01,-987.81262194,0.000000,0.37604544,223.726,223.695372
25,35,F,[6],aromatic,Group1_100Aq,78.3,conf_02,-987.81241058,0.132630,0.30062260,223.620,223.695372
25,35,F,[6],aromatic,Group1_100Aq,78.3,conf_03,-987.81240669,0.135071,0.29938660,223.646,223.695372
25,35,F,[6],aromatic,Group1_100Aq,78.3,conf_04,-987.80910483,2.207018,0.00906744,224.624,223.695372
25,35,F,[6],aromatic,Group1_100Aq,78.3,conf_05,-987.80894875,2.304960,0.00768587,224.864,223.695372
25,35,F,[6],aromatic,Group1_100Aq,78.3,conf_06,-987.80888605,2.344305,0.00719205,224.880,223.695372
25,35,F,[6],aromatic,Group2_80-20,69.18,conf_01,-987.81257951,0.000000,0.37612017,223.708,223.677868
25,35,F,[6],aromatic,Group2_80-20,69.18,conf_02,-987.81236788,0.132800,0.30059637,223.603,223.677868
25,35,F,[6],aromatic,Group2_80-20,69.18,conf_03,-987.81236398,0.135247,0.29935730,223.629,223.677868
25,35,F,[6],aromatic,Group2_80-20,69.18,conf_04,-987.80906138,2.207658,0.00905945,224.602,223.677868
25,35,F,[6],aromatic,Group2_80-20,69.18,conf_05,-987.80890531,2.305594,0.00767918,224.842,223.677868
25,35,F,[6],aromatic,Group2_80-20,69.18,conf_06,-987.80884284,2.344794,0.00718754,224.859,223.677868
25,35,F,[6],aromatic,Group3_60-40,60.06,conf_01,-987.81252533,0.000000,0.37650477,223.687,223.656114
25,35,F,[6],aromatic,Group3_60-40,60.06,conf_02,-987.81231213,0.133785,0.30040381,223.581,223.656114
25,35,F,[6],aromatic,Group3_60-40,60.06,conf_03,-987.81230834,0.136163,0.29920040,223.607,223.656114
25,35,F,[6],aromatic,Group3_60-40,60.06,conf_04,-987.80900481,2.209158,0.00904578,224.575,223.656114
25,35,F,[6],aromatic,Group3_60-40,60.06,conf_05,-987.80884864,2.307156,0.00766678,224.815,223.656114
25,35,F,[6],aromatic,Group3_60-40,60.06,conf_06,-987.80878650,2.346149,0.00717845,224.831,223.656114
25,35,F,[6],aromatic,Group4_40-60,50.94,conf_01,-987.81245076,0.000000,0.37673683,223.656,223.624925
25,35,F,[6],aromatic,Group4_40-60,50.94,conf_02,-987.81223664,0.134362,0.30029622,223.550,223.624925
25,35,F,[6],aromatic,Group4_40-60,50.94,conf_03,-987.81223292,0.136697,0.29911541,223.576,223.624925
25,35,F,[6],aromatic,Group4_40-60,50.94,conf_04,-987.80892782,2.210677,0.00902819,224.537,223.624925
25,35,F,[6],aromatic,Group4_40-60,50.94,conf_05,-987.80877194,2.308493,0.00765422,224.777,223.624925
25,35,F,[6],aromatic,Group4_40-60,50.94,conf_06,-987.80871012,2.347285,0.00716912,224.793,223.624925
25,35,F,[6],aromatic,Group5_20-80,41.82,conf_01,-987.81234456,0.000000,0.37724951,223.613,223.581637
25,35,F,[6],aromatic,Group5_20-80,41.82,conf_02,-987.81212834,0.135680,0.30003681,223.507,223.581637
25,35,F,[6],aromatic,Group5_20-80,41.82,conf_03,-987.81212482,0.137889,0.29892033,223.533,223.581637
25,35,F,[6],aromatic,Group5_20-80,41.82,conf_04,-987.80881793,2.212992,0.00900521,224.482,223.581637
25,35,F,[6],aromatic,Group5_20-80,41.82,conf_05,-987.80866194,2.310877,0.00763385,224.723,223.581637
25,35,F,[6],aromatic,Group5_20-80,41.82,conf_06,-987.80860068,2.349318,0.00715428,224.739,223.581637
25,35,F,[6],aromatic,Group6_100Org,32.7,conf_01,-987.81217965,0.000000,0.37803332,223.546,223.513622
25,35,F,[6],aromatic,Group6_100Org,32.7,conf_02,-987.81196026,0.137669,0.29965246,223.439,223.513622
25,35,F,[6],aromatic,Group6_100Org,32.7,conf_03,-987.81195696,0.139740,0.29860698,223.465,223.513622
25,35,F,[6],aromatic,Group6_100Org,32.7,conf_04,-987.80864740,2.216519,0.00897037,224.398,223.513622
25,35,F,[6],aromatic,Group6_100Org,32.7,conf_05,-987.80849154,2.314322,0.00760536,224.640,223.513622
25,35,F,[6],aromatic,Group6_100Org,32.7,conf_06,-987.80843080,2.352437,0.00713151,224.655,223.513622
26,36,CF3,"[11, 12, 13]",cf3,Group1_100Aq,78.3,conf_01,-1085.17518612,0.042934,0.19897561,234.599,234.616311
26,36,CF3,"[11, 12, 13]",cf3,Group1_100Aq,78.3,conf_02,-1085.17525454,0.000000,0.21392957,234.597,234.616311
26,36,CF3,"[11, 12, 13]",cf3,Group1_100Aq,78.3,conf_03,-1085.17390795,0.844997,0.05139056,234.498,234.616311
26,36,CF3,"[11, 12, 13]",cf3,Group1_100Aq,78.3,conf_04,-1085.17407158,0.742318,0.06111500,234.712,234.616311
26,36,CF3,"[11, 12, 13]",cf3,Group1_100Aq,78.3,conf_05,-1085.17405649,0.751787,0.06014602,234.601,234.616311
26,36,CF3,"[11, 12, 13]",cf3,Group1_100Aq,78.3,conf_06,-1085.17480908,0.279530,0.13346696,234.587,234.616311
26,36,CF3,"[11, 12, 13]",cf3,Group1_100Aq,78.3,conf_07,-1085.17511563,0.087167,0.18466166,234.590,234.616311
26,36,CF3,"[11, 12, 13]",cf3,Group1_100Aq,78.3,conf_08,-1085.17380899,0.907096,0.04627698,234.880,234.616311
26,36,CF3,"[11, 12, 13]",cf3,Group1_100Aq,78.3,conf_09,-1085.17388276,0.860804,0.05003764,234.725,234.616311
26,36,CF3,"[11, 12, 13]",cf3,Group2_80-20,69.18,conf_01,-1085.17515254,0.075113,0.19484066,234.604,234.617912
26,36,CF3,"[11, 12, 13]",cf3,Group2_80-20,69.18,conf_02,-1085.17527224,0.000000,0.22117584,234.600,234.617912
26,36,CF3,"[11, 12, 13]",cf3,Group2_80-20,69.18,conf_03,-1085.17389145,0.866458,0.05124121,234.501,234.617912
26,36,CF3,"[11, 12, 13]",cf3,Group2_80-20,69.18,conf_04,-1085.17404787,0.768303,0.06047383,234.713,234.617912
26,36,CF3,"[11, 12, 13]",cf3,Group2_80-20,69.18,conf_05,-1085.17403449,0.776699,0.05962290,234.603,234.617912
26,36,CF3,"[11, 12, 13]",cf3,Group2_80-20,69.18,conf_06,-1085.17480644,0.292294,0.13504699,234.585,234.617912
26,36,CF3,"[11, 12, 13]",cf3,Group2_80-20,69.18,conf_07,-1085.17509003,0.114338,0.18235893,234.591,234.617912
26,36,CF3,"[11, 12, 13]",cf3,Group2_80-20,69.18,conf_08,-1085.17378570,0.932817,0.04581185,234.881,234.617912
26,36,CF3,"[11, 12, 13]",cf3,Group2_80-20,69.18,conf_09,-1085.17385743,0.887806,0.04942780,234.725,234.617912
26,36,CF3,"[11, 12, 13]",cf3,Group3_60-40,60.06,conf_01,-1085.17514197,0.069051,0.19731956,234.597,234.618248
26,36,CF3,"[11, 12, 13]",cf3,Group3_60-40,60.06,conf_02,-1085.17525201,0.000000,0.22170983,234.607,234.618248
26,36,CF3,"[11, 12, 13]",cf3,Group3_60-40,60.06,conf_03,-1085.17385794,0.874791,0.05064753,234.505,234.618248
26,36,CF3,"[11, 12, 13]",cf3,Group3_60-40,60.06,conf_04,-1085.17401875,0.773882,0.06005174,234.714,234.618248
26,36,CF3,"[11, 12, 13]",cf3,Group3_60-40,60.06,conf_05,-1085.17400581,0.782002,0.05923435,234.604,234.618248
26,36,CF3,"[11, 12, 13]",cf3,Group3_60-40,60.06,conf_06,-1085.17478928,0.290367,0.13581391,234.582,234.618248
26,36,CF3,"[11, 12, 13]",cf3,Group3_60-40,60.06,conf_07,-1085.17505944,0.120839,0.18080442,234.592,234.618248
26,36,CF3,"[11, 12, 13]",cf3,Group3_60-40,60.06,conf_08,-1085.17375505,0.939356,0.04541844,234.881,234.618248
26,36,CF3,"[11, 12, 13]",cf3,Group3_60-40,60.06,conf_09,-1085.17382672,0.894382,0.04900023,234.726,234.618248
26,36,CF3,"[11, 12, 13]",cf3,Group4_40-60,50.94,conf_01,-1085.17510950,0.052259,0.19963000,234.598,234.617743
26,36,CF3,"[11, 12, 13]",cf3,Group4_40-60,50.94,conf_02,-1085.17519278,0.000000,0.21803784,234.601,234.617743
26,36,CF3,"[11, 12, 13]",cf3,Group4_40-60,50.94,conf_03,-1085.17382801,0.856405,0.05137860,234.503,234.617743
26,36,CF3,"[11, 12, 13]",cf3,Group4_40-60,50.94,conf_04,-1085.17398065,0.760622,0.06039370,234.716,234.617743
26,36,CF3,"[11, 12, 13]",cf3,Group4_40-60,50.94,conf_05,-1085.17396694,0.769226,0.05952309,234.605,234.617743
26,36,CF3,"[11, 12, 13]",cf3,Group4_40-60,50.94,conf_06,-1085.17474177,0.283013,0.13523279,234.582,234.617743
26,36,CF3,"[11, 12, 13]",cf3,Group4_40-60,50.94,conf_07,-1085.17501799,0.109682,0.18118998,234.594,234.617743
26,36,CF3,"[11, 12, 13]",cf3,Group4_40-60,50.94,conf_08,-1085.17371368,0.928149,0.04551915,234.882,234.617743
26,36,CF3,"[11, 12, 13]",cf3,Group4_40-60,50.94,conf_09,-1085.17378508,0.883344,0.04909484,234.728,234.617743
26,36,CF3,"[11, 12, 13]",cf3,Group5_20-80,41.82,conf_01,-1085.17508797,0.018863,0.20743156,234.646,234.631182
26,36,CF3,"[11, 12, 13]",cf3,Group5_20-80,41.82,conf_02,-1085.17511803,0.000000,0.21414180,234.605,234.631182
26,36,CF3,"[11, 12, 13]",cf3,Group5_20-80,41.82,conf_03,-1085.17377110,0.845211,0.05142303,234.506,234.631182
26,36,CF3,"[11, 12, 13]",cf3,Group5_20-80,41.82,conf_04,-1085.17392266,0.750105,0.06037683,234.718,234.631182
26,36,CF3,"[11, 12, 13]",cf3,Group5_20-80,41.82,conf_05,-1085.17391122,0.757284,0.05964970,234.607,234.631182
26,36,CF3,"[11, 12, 13]",cf3,Group5_20-80,41.82,conf_06,-1085.17465819,0.288554,0.13158006,234.594,234.631182
26,36,CF3,"[11, 12, 13]",cf3,Group5_20-80,41.82,conf_07,-1085.17495867,0.100000,0.18088437,234.596,234.631182
26,36,CF3,"[11, 12, 13]",cf3,Group5_20-80,41.82,conf_08,-1085.17365434,0.918479,0.04544141,234.884,234.631182
26,36,CF3,"[11, 12, 13]",cf3,Group5_20-80,41.82,conf_09,-1085.17372690,0.872947,0.04907124,234.730,234.631182
26,36,CF3,"[11, 12, 13]",cf3,Group6_100Org,32.7,conf_01,-1085.17495274,0.045093,0.19936017,234.613,234.627576
26,36,CF3,"[11, 12, 13]",cf3,Group6_100Org,32.7,conf_02,-1085.17502460,0.000000,0.21512538,234.612,234.627576
26,36,CF3,"[11, 12, 13]",cf3,Group6_100Org,32.7,conf_03,-1085.17369154,0.836507,0.05242369,234.510,234.627576
26,36,CF3,"[11, 12, 13]",cf3,Group6_100Org,32.7,conf_04,-1085.17383613,0.745776,0.06109902,234.721,234.627576
26,36,CF3,"[11, 12, 13]",cf3,Group6_100Org,32.7,conf_05,-1085.17382465,0.752979,0.06036064,234.611,234.627576
26,36,CF3,"[11, 12, 13]",cf3,Group6_100Org,32.7,conf_06,-1085.17458183,0.277842,0.13459592,234.596,234.627576
26,36,CF3,"[11, 12, 13]",cf3,Group6_100Org,32.7,conf_07,-1085.17486659,0.099153,0.18197520,234.600,234.627576
26,36,CF3,"[11, 12, 13]",cf3,Group6_100Org,32.7,conf_08,-1085.17356217,0.917688,0.04571109,234.886,234.627576
26,36,CF3,"[11, 12, 13]",cf3,Group6_100Org,32.7,conf_09,-1085.17363447,0.872319,0.04934887,234.733,234.627576
27c,37,CF3,"[7, 8, 9]",cf3,Group1_100Aq,78.3,conf_01,-967.54577884,0.000000,0.22240370,245.314,245.184608
27c,37,CF3,"[7, 8, 9]",cf3,Group1_100Aq,78.3,conf_02,-967.54563376,0.091039,0.19072602,245.339,245.184608
27c,37,CF3,"[7, 8, 9]",cf3,Group1_100Aq,78.3,conf_03,-967.54541238,0.229957,0.15086287,245.325,245.184608
27c,37,CF3,"[7, 8, 9]",cf3,Group1_100Aq,78.3,conf_04,-967.54534421,0.272734,0.14035452,245.360,245.184608
27c,37,CF3,"[7, 8, 9]",cf3,Group1_100Aq,78.3,conf_05,-967.54389150,1.184323,0.03013195,244.543,245.184608
27c,37,CF3,"[7, 8, 9]",cf3,Group1_100Aq,78.3,conf_06,-967.54386051,1.203769,0.02915902,244.360,245.184608
27c,37,CF3,"[7, 8, 9]",cf3,Group1_100Aq,78.3,conf_07,-967.54394807,1.148825,0.03199246,244.317,245.184608
27c,37,CF3,"[7, 8, 9]",cf3,Group1_100Aq,78.3,conf_08,-967.54389998,1.179002,0.03040379,244.550,245.184608
27c,37,CF3,"[7, 8, 9]",cf3,Group1_100Aq,78.3,conf_09,-967.54395442,1.144840,0.03220834,244.344,245.184608
