Molecule,Group,Conformer,Normal_Termination,Gibbs_Hartree,Imaginary_Freq
36,Group4_40-60,conf_22,TRUE,-1085.17385520,FALSE
36,Group4_40-60,conf_23,TRUE,-1085.17379884,FALSE
36,Group4_40-60,conf_24,TRUE,-1085.17370284,FALSE
36,Group4_40-60,conf_25,TRUE,-1085.17356595,FALSE
36,Group4_40-60,conf_26,TRUE,-1085.17486464,FALSE
36,Group4_40-60,conf_27,TRUE,-1085.17465325,FALSE
36,Group5_20-80,conf_01,TRUE,-1085.17508797,FALSE
36,Group5_20-80,conf_02,TRUE,-1085.17511803,FALSE
36,Group5_20-80,conf_03,TRUE,-1085.17377110,FALSE
36,Group5_20-80,conf_04,TRUE,-1085.17392266,FALSE
36,Group5_20-80,conf_05,TRUE,-1085.17391122,FALSE
36,Group5_20-80,conf_06,TRUE,-1085.17465819,FALSE
36,Group5_20-80,conf_07,TRUE,-1085.17495867,FALSE
36,Group5_20-80,conf_08,TRUE,-1085.17365434,FALSE
36,Group5_20-80,conf_09,TRUE,-1085.17372690,FALSE
36,Group5_20-80,conf_10,TRUE,-1085.17372213,FALSE
36,Group5_20-80,conf_11,TRUE,-1085.17369209,FALSE
36,Group5_20-80,conf_12,TRUE,-1085.17355730,FALSE
36,Group5_20-80,conf_13,TRUE,-1085.17372138,FALSE
36,Group5_20-80,conf_14,TRUE,-1085.17377806,FALSE
36,Group5_20-80,conf_15,TRUE,-1085.17369730,FALSE
36,Group5_20-80,conf_16,TRUE,-1085.17373782,FALSE
36,Group5_20-80,conf_17,TRUE,-1085.17365670,FALSE
36,Group5_20-80,conf_18,TRUE,-1085.17363923,FALSE
36,Group5_20-80,conf_19,TRUE,-1085.17392218,FALSE
36,Group5_20-80,conf_20,TRUE,-1085.17396423,FALSE
36,Group5_20-80,conf_21,TRUE,-1085.17362606,FALSE
36,Group5_20-80,conf_22,TRUE,-1085.17379663,FALSE
36,Group5_20-80,conf_23,TRUE,-1085.17374074,FALSE
36,Group5_20-80,conf_24,TRUE,-1085.17361316,FALSE
36,Group5_20-80,conf_25,TRUE,-1085.17350637,FALSE
36,Group5_20-80,conf_26,TRUE,-1085.17467280,FALSE
36,Group5_20-80,conf_27,TRUE,-1085.17459176,FALSE
36,Group6_100Org,conf_01,TRUE,-1085.17495274,FALSE
36,Group6_100Org,conf_02,TRUE,-1085.17502460,FALSE
36,Group6_100Org,conf_03,TRUE,-1085.17369154,FALSE
36,Group6_100Org,conf_04,TRUE,-1085.17383613,FALSE
36,Group6_100Org,conf_05,TRUE,-1085.17382465,FALSE
36,Group6_100Org,conf_06,TRUE,-1085.17458183,FALSE
36,Group6_100Org,conf_07,TRUE,-1085.17486659,FALSE
36,Group6_100Org,conf_08,TRUE,-1085.17356217,FALSE
36,Group6_100Org,conf_09,TRUE,-1085.17363447,FALSE
36,Group6_100Org,conf_10,TRUE,-1085.17362983,FALSE
36,Group6_100Org,conf_11,TRUE,-1085.17360092,FALSE
36,Group6_100Org,conf_12,TRUE,-1085.17346599,FALSE
36,Group6_100Org,conf_13,TRUE,-1085.17363144,FALSE
36,Group6_100Org,conf_14,TRUE,-1085.17368417,FALSE
36,Group6_100Org,conf_15,TRUE,-1085.17360424,FALSE
36,Group6_100Org,conf_16,TRUE,-1085.17364512,FALSE
36,Group6_100Org,conf_17,TRUE,-1085.17356581,FALSE
36,Group6_100Org,conf_18,TRUE,-1085.17355039,FALSE
36,Group6_100Org,conf_19,TRUE,-1085.17382991,FALSE
36,Group6_100Org,conf_20,TRUE,-1085.17387064,FALSE
36,Group6_100Org,conf_21,TRUE,-1085.17353366,FALSE
36,Group6_100Org,conf_22,TRUE,-1085.17370556,FALSE
36,Group6_100Org,conf_23,TRUE,-1085.17364112,FALSE
36,Group6_100Org,conf_24,TRUE,-1085.17346455,FALSE
36,Group6_100Org,conf_25,TRUE,-1085.17341378,FALSE
36,Group6_100Org,conf_26,TRUE,-1085.17461144,FALSE
36,Group6_100Org,conf_27,TRUE,-1085.17443778,FALSE
33,Group1_100Aq,conf_01,TRUE,-840.19640506,FALSE
33,Group1_100Aq,conf_02,TRUE,-840.19610298,FALSE
33,Group1_100Aq,conf_03,TRUE,-840.19612941,FALSE
33,Group2_80-20,conf_01,TRUE,-840.19638570,FALSE
33,Group2_80-20,conf_02,TRUE,-840.19608354,FALSE
33,Group2_80-20,conf_03,TRUE,-840.19610996,FALSE
33,Group3_60-40,conf_01,TRUE,-840.19636055,FALSE
33,Group3_60-40,conf_02,TRUE,-840.19605822,FALSE
33,Group3_60-40,conf_03,TRUE,-840.19608464,FALSE
33,Group4_40-60,conf_01,TRUE,-840.19632629,FALSE
33,Group4_40-60,conf_02,TRUE,-840.19602387,FALSE
33,Group4_40-60,conf_03,TRUE,-840.19605027,FALSE
33,Group5_20-80,conf_01,TRUE,-840.19627734,FALSE
33,Group5_20-80,conf_02,TRUE,-840.19597463,FALSE
33,Group5_20-80,conf_03,TRUE,-840.19600101,FALSE
33,Group6_100Org,conf_01,TRUE,-840.19620119,FALSE
33,Group6_100Org,conf_02,TRUE,-840.19589812,FALSE
33,Group6_100Org,conf_03,TRUE,-840.19592449,FALSE
35,Group1_100Aq,conf_01,TRUE,-987.81262194,FALSE
35,Group1_100Aq,conf_02,TRUE,-987.81241058,FALSE
35,Group1_100Aq,conf_03,TRUE,-987.81240669,FALSE
35,Group1_100Aq,conf_04,TRUE,-987.80910483,FALSE
35,Group1_100Aq,conf_05,TRUE,-987.80894875,FALSE
35,Group1_100Aq,conf_06,TRUE,-987.80888605,FALSE
35,Group2_80-20,conf_01,TRUE,-987.81257951,FALSE
35,Group2_80-20,conf_02,TRUE,-987.81236788,FALSE
35,Group2_80-20,conf_03,TRUE,-987.81236398,FALSE
35,Group2_80-20,conf_04,TRUE,-987.80906138,FALSE
35,Group2_80-20,conf_05,TRUE,-987.80890531,FALSE
35,Group2_80-20,conf_06,TRUE,-987.80884284,FALSE
35,Group3_60-40,conf_01,TRUE,-987.81252533,FALSE
35,Group3_60-40,conf_02,TRUE,-987.81231213,FALSE
35,Group3_60-40,conf_03,TRUE,-987.81230834,FALSE
35,Group3_60-40,conf_04,TRUE,-987.80900481,FALSE
35,Group3_60-40,conf_05,TRUE,-987.80884864,FALSE
35,Group3_60-40,conf_06,TRUE,-987.80878650,FALSE
35,Group4_40-60,conf_01,TRUE,-987.81245076,FALSE
35,Group4_40-60,conf_02,TRUE,-987.81223664,FALSE
35,Group4_40-60,conf_03,TRUE,-987.81223292,FALSE
35,Group4_40-60,conf_04,TRUE,-987.80892782,FALSE
35,Group4_40-60,conf_05,TRUE,-987.80877194,FALSE
35,Group4_40-60,conf_06,TRUE,-987.80871012,FALSE
35,Group5_20-80,conf_01,TRUE,-987.81234456,FALSE
35,Group5_20-80,conf_02,TRUE,-987.81212834,FALSE
35,Group5_20-80,conf_03,TRUE,-987.81212482,FALSE
35,Group5_20-80,conf_04,TRUE,-987.80881793,FALSE
35,Group5_20-80,conf_05,TRUE,-987.80866194,FALSE
35,Group5_20-80,conf_06,TRUE,-987.80860068,FALSE
35,Group6_100Org,conf_01,TRUE,-987.81217965,FALSE
35,Group6_100Org,conf_02,TRUE,-987.81196026,FALSE
35,Group6_100Org,conf_03,TRUE,-987.81195696,FALSE
35,Group6_100Org,conf_04,TRUE,-987.80864740,FALSE
35,Group6_100Org,conf_05,TRUE,-987.80849154,FALSE
35,Group6_100Org,conf_06,TRUE,-987.80843080,FALSE
31,Group1_100Aq,conf_01,TRUE,-1121.89854014,FALSE
31,Group1_100Aq,conf_02,TRUE,-1121.89804250,FALSE
31,Group1_100Aq,conf_03,TRUE,-1121.89796467,FALSE
31,Group1_100Aq,conf_04,TRUE,-1121.89853571,FALSE
31,Group2_80-20,conf_01,TRUE,-1121.89852419,FALSE
31,Group2_80-20,conf_02,TRUE,-1121.89802605,FALSE
31,Group2_80-20,conf_03,TRUE,-1121.89794824,FALSE
31,Group2_80-20,conf_04,TRUE,-1121.89851936,FALSE
31,Group3_60-40,conf_01,TRUE,-1121.89850266,FALSE
31,Group3_60-40,conf_02,TRUE,-1121.89800484,FALSE
31,Group3_60-40,conf_03,TRUE,-1121.89792686,FALSE
31,Group3_60-40,conf_04,TRUE,-1121.89849828,FALSE
31,Group4_40-60,conf_01,TRUE,-1121.89847389,FALSE
31,Group4_40-60,conf_02,TRUE,-1121.89797494,FALSE
31,Group4_40-60,conf_03,TRUE,-1121.89789785,FALSE
31,Group4_40-60,conf_04,TRUE,-1121.89846940,FALSE
31,Group5_20-80,conf_01,TRUE,-1121.89843295,FALSE
31,Group5_20-80,conf_02,TRUE,-1121.89793296,FALSE
31,Group5_20-80,conf_03,TRUE,-1121.89785626,FALSE
31,Group5_20-80,conf_04,TRUE,-1121.89842830,FALSE
31,Group6_100Org,conf_01,TRUE,-1121.89836991,FALSE
31,Group6_100Org,conf_02,TRUE,-1121.89786837,FALSE
31,Group6_100Org,conf_03,TRUE,-1121.89779162,FALSE
31,Group6_100Org,conf_04,TRUE,-1121.89836368,FALSE
32,Group1_100Aq,conf_01,TRUE,-1499.37176619,FALSE
32,Group1_100Aq,conf_02,TRUE,-1499.37175218,FALSE
32,Group1_100Aq,conf_03,TRUE,-1499.37173262,FALSE
32,Group1_100Aq,conf_04,TRUE,-1499.37184812,FALSE
32,Group1_100Aq,conf_05,TRUE,-1499.37185275,FALSE
32,Group1_100Aq,conf_06,TRUE,-1499.37175429,FALSE
32,Group1_100Aq,conf_07,TRUE,-1499.37175587,FALSE
32,Group1_100Aq,conf_08,TRUE,-1499.37175463,FALSE
32,Group1_100Aq,conf_09,TRUE,-1499.37098626,FALSE
32,Group1_100Aq,conf_10,TRUE,-1499.37097119,FALSE
32,Group1_100Aq,conf_11,TRUE,-1499.37175128,FALSE
32,Group1_100Aq,conf_12,TRUE,-1499.37175923,FALSE
32,Group1_100Aq,conf_13,TRUE,-1499.37175705,FALSE
32,Group1_100Aq,conf_14,TRUE,-1499.37176060,FALSE
32,Group1_100Aq,conf_15,TRUE,-1499.37182065,FALSE
32,Group1_100Aq,conf_16,TRUE,-1499.37180879,FALSE
32,Group1_100Aq,conf_17,TRUE,-1499.37107908,FALSE
32,Group1_100Aq,conf_18,TRUE,-1499.37173253,FALSE
32,Group1_100Aq,conf_19,TRUE,-1499.37099917,FALSE
32,Group1_100Aq,conf_20,TRUE,-1499.37107471,FALSE
32,Group1_100Aq,conf_21,TRUE,-1499.37147734,FALSE
32,Group1_100Aq,conf_22,TRUE,-1499.37176334,FALSE
32,Group1_100Aq,conf_23,TRUE,-1499.37179552,FALSE
32,Group1_100Aq,conf_24,TRUE,-1499.37150813,FALSE
32,Group1_100Aq,conf_25,TRUE,-1499.37149105,FALSE
32,Group1_100Aq,conf_26,TRUE,-1499.36846130,TRUE
32,Group1_100Aq,conf_27,TRUE,-1499.37153541,FALSE
32,Group1_100Aq,conf_28,TRUE,-1499.37140103,FALSE
32,Group2_80-20,conf_01,TRUE,-1499.37174705,FALSE
32,Group2_80-20,conf_02,TRUE,-1499.37173334,FALSE
32,Group2_80-20,conf_03,TRUE,-1499.37171369,FALSE
32,Group2_80-20,conf_04,TRUE,-1499.37182874,FALSE
32,Group2_80-20,conf_05,TRUE,-1499.37183320,FALSE
32,Group2_80-20,conf_06,TRUE,-1499.37173523,FALSE
32,Group2_80-20,conf_07,TRUE,-1499.37173607,FALSE
32,Group2_80-20,conf_08,TRUE,-1499.37173440,FALSE
32,Group2_80-20,conf_09,TRUE,-1499.37096746,FALSE
32,Group2_80-20,conf_10,TRUE,-1499.37095237,FALSE
32,Group2_80-20,conf_11,TRUE,-1499.37173217,FALSE
32,Group2_80-20,conf_12,TRUE,-1499.37174021,FALSE
32,Group2_80-20,conf_13,TRUE,-1499.37173775,FALSE
32,Group2_80-20,conf_14,TRUE,-1499.37174132,FALSE
32,Group2_80-20,conf_15,TRUE,-1499.37180797,FALSE
32,Group2_80-20,conf_16,TRUE,-1499.37178949,FALSE
32,Group2_80-20,conf_17,TRUE,-1499.37105984,FALSE
32,Group2_80-20,conf_18,TRUE,-1499.37171352,FALSE
32,Group2_80-20,conf_19,TRUE,-1499.37098017,FALSE
32,Group2_80-20,conf_20,TRUE,-1499.37105533,FALSE
32,Group2_80-20,conf_21,TRUE,-1499.37145811,FALSE
32,Group2_80-20,conf_22,TRUE,-1499.37174423,FALSE
32,Group2_80-20,conf_23,TRUE,-1499.37177610,FALSE
32,Group2_80-20,conf_24,TRUE,-1499.37148839,FALSE
32,Group2_80-20,conf_25,TRUE,-1499.37147150,FALSE
32,Group2_80-20,conf_26,TRUE,-1499.36844197,TRUE
32,Group2_80-20,conf_27,TRUE,-1499.37151593,FALSE
32,Group2_80-20,conf_28,TRUE,-1499.37138185,FALSE
32,Group3_60-40,conf_01,TRUE,-1499.37172209,FALSE
32,Group3_60-40,conf_02,TRUE,-1499.37170879,FALSE
32,Group3_60-40,conf_03,TRUE,-1499.37168901,FALSE
32,Group3_60-40,conf_04,TRUE,-1499.37180353,FALSE
32,Group3_60-40,conf_05,TRUE,-1499.37180781,FALSE
32,Group3_60-40,conf_06,TRUE,-1499.37171115,FALSE
32,Group3_60-40,conf_07,TRUE,-1499.37171113,FALSE
32,Group3_60-40,conf_08,TRUE,-1499.37170958,FALSE
32,Group3_60-40,conf_09,TRUE,-1499.37094366,FALSE
32,Group3_60-40,conf_10,TRUE,-1499.37092779,FALSE
32,Group3_60-40,conf_11,TRUE,-1499.37170730,FALSE
32,Group3_60-40,conf_12,TRUE,-1499.37171535,FALSE
32,Group3_60-40,conf_13,TRUE,-1499.37171276,FALSE
32,Group3_60-40,conf_14,TRUE,-1499.37171631,FALSE
32,Group3_60-40,conf_15,TRUE,-1499.37178285,FALSE
32,Group3_60-40,conf_16,TRUE,-1499.37176455,FALSE
32,Group3_60-40,conf_17,TRUE,-1499.37103479,FALSE
32,Group3_60-40,conf_18,TRUE,-1499.37168843,FALSE
32,Group3_60-40,conf_19,TRUE,-1499.37095503,FALSE
32,Group3_60-40,conf_20,TRUE,-1499.37103010,FALSE
32,Group3_60-40,conf_21,TRUE,-1499.37143305,FALSE
32,Group3_60-40,conf_22,TRUE,-1499.37171932,FALSE
32,Group3_60-40,conf_23,TRUE,-1499.37175231,FALSE
32,Group3_60-40,conf_24,TRUE,-1499.37146355,FALSE
32,Group3_60-40,conf_25,TRUE,-1499.37144658,FALSE
32,Group3_60-40,conf_26,TRUE,-1499.36841684,TRUE
32,Group3_60-40,conf_27,TRUE,-1499.37149054,FALSE
32,Group3_60-40,conf_28,TRUE,-1499.37135688,FALSE
32,Group4_40-60,conf_01,TRUE,-1499.37169020,FALSE
32,Group4_40-60,conf_02,TRUE,-1499.37167550,FALSE
32,Group4_40-60,conf_03,TRUE,-1499.37165547,FALSE
32,Group4_40-60,conf_04,TRUE,-1499.37176925,FALSE
32,Group4_40-60,conf_05,TRUE,-1499.37177325,FALSE
32,Group4_40-60,conf_06,TRUE,-1499.37167752,FALSE
32,Group4_40-60,conf_07,TRUE,-1499.37167633,FALSE
32,Group4_40-60,conf_08,TRUE,-1499.37167590,FALSE
32,Group4_40-60,conf_09,TRUE,-1499.37091123,FALSE
32,Group4_40-60,conf_10,TRUE,-1499.37089462,FALSE
32,Group4_40-60,conf_11,TRUE,-1499.37167354,FALSE
32,Group4_40-60,conf_12,TRUE,-1499.37168189,FALSE
32,Group4_40-60,conf_13,TRUE,-1499.37167894,FALSE
32,Group4_40-60,conf_14,TRUE,-1499.37168230,FALSE
32,Group4_40-60,conf_15,TRUE,-1499.37174884,FALSE
32,Group4_40-60,conf_16,TRUE,-1499.37173059,FALSE
32,Group4_40-60,conf_17,TRUE,-1499.37100003,FALSE
32,Group4_40-60,conf_18,TRUE,-1499.37165416,FALSE
32,Group4_40-60,conf_19,TRUE,-1499.37092182,FALSE
32,Group4_40-60,conf_20,TRUE,-1499.37099585,FALSE
32,Group4_40-60,conf_21,TRUE,-1499.37139907,FALSE
32,Group4_40-60,conf_22,TRUE,-1499.37168515,FALSE
32,Group4_40-60,conf_23,TRUE,-1499.37171604,FALSE
32,Group4_40-60,conf_24,TRUE,-1499.37142933,FALSE
32,Group4_40-60,conf_25,TRUE,-1499.37141244,FALSE
32,Group4_40-60,conf_26,TRUE,-1499.36838273,TRUE
32,Group4_40-60,conf_27,TRUE,-1499.37145611,FALSE
32,Group4_40-60,conf_28,TRUE,-1499.37132299,FALSE
32,Group5_20-80,conf_01,TRUE,-1499.37163968,FALSE
32,Group5_20-80,conf_02,TRUE,-1499.37162779,FALSE
32,Group5_20-80,conf_03,TRUE,-1499.37160729,FALSE
32,Group5_20-80,conf_04,TRUE,-1499.37172023,FALSE
32,Group5_20-80,conf_05,TRUE,-1499.37172398,FALSE
32,Group5_20-80,conf_06,TRUE,-1499.37162922,FALSE
32,Group5_20-80,conf_07,TRUE,-1499.37162763,FALSE
32,Group5_20-80,conf_08,TRUE,-1499.37162758,FALSE
32,Group5_20-80,conf_09,TRUE,-1499.37086490,FALSE
32,Group5_20-80,conf_10,TRUE,-1499.37084692,FALSE
32,Group5_20-80,conf_11,TRUE,-1499.37162523,FALSE
32,Group5_20-80,conf_12,TRUE,-1499.37163365,FALSE
32,Group5_20-80,conf_13,TRUE,-1499.37163034,FALSE
32,Group5_20-80,conf_14,TRUE,-1499.37163358,FALSE
32,Group5_20-80,conf_15,TRUE,-1499.37170006,FALSE
32,Group5_20-80,conf_16,TRUE,-1499.37168168,FALSE
32,Group5_20-80,conf_17,TRUE,-1499.37095133,FALSE
32,Group5_20-80,conf_18,TRUE,-1499.37160463,FALSE
32,Group5_20-80,conf_19,TRUE,-1499.37087365,FALSE
32,Group5_20-80,conf_20,TRUE,-1499.37094709,FALSE
32,Group5_20-80,conf_21,TRUE,-1499.37135032,FALSE
32,Group5_20-80,conf_22,TRUE,-1499.37164017,FALSE
32,Group5_20-80,conf_23,TRUE,-1499.37166849,FALSE
32,Group5_20-80,conf_24,TRUE,-1499.37138022,FALSE
32,Group5_20-80,conf_25,TRUE,-1499.37136331,FALSE
32,Group5_20-80,conf_26,TRUE,-1499.36833382,TRUE
32,Group5_20-80,conf_27,TRUE,-1499.37140673,FALSE
32,Group5_20-80,conf_28,TRUE,-1499.37127439,FALSE
32,Group6_100Org,conf_01,TRUE,-1499.37156418,FALSE
32,Group6_100Org,conf_02,TRUE,-1499.37155393,FALSE
32,Group6_100Org,conf_03,TRUE,-1499.37153298,FALSE
32,Group6_100Org,conf_04,TRUE,-1499.37164398,FALSE
32,Group6_100Org,conf_05,TRUE,-1499.37164685,FALSE
32,Group6_100Org,conf_06,TRUE,-1499.37155418,FALSE
32,Group6_100Org,conf_07,TRUE,-1499.37155116,FALSE
32,Group6_100Org,conf_08,TRUE,-1499.37155257,FALSE
32,Group6_100Org,conf_09,TRUE,-1499.37079599,FALSE
32,Group6_100Org,conf_10,TRUE,-1499.37077279,FALSE
32,Group6_100Org,conf_11,TRUE,-1499.37154989,FALSE
32,Group6_100Org,conf_12,TRUE,-1499.37155882,FALSE
32,Group6_100Org,conf_13,TRUE,-1499.37155484,FALSE
32,Group6_100Org,conf_14,TRUE,-1499.37155784,FALSE
32,Group6_100Org,conf_15,TRUE,-1499.37161886,FALSE
32,Group6_100Org,conf_16,TRUE,-1499.37160609,FALSE
32,Group6_100Org,conf_17,TRUE,-1499.37087431,FALSE
32,Group6_100Org,conf_18,TRUE,-1499.37153115,FALSE
32,Group6_100Org,conf_19,TRUE,-1499.37079885,FALSE
32,Group6_100Org,conf_20,TRUE,-1499.37086640,FALSE
32,Group6_100Org,conf_21,TRUE,-1499.37127456,FALSE
32,Group6_100Org,conf_22,TRUE,-1499.37156591,FALSE
32,Group6_100Org,conf_23,TRUE,-1499.37159258,FALSE
32,Group6_100Org,conf_24,TRUE,-1499.37130390,FALSE
32,Group6_100Org,conf_25,TRUE,-1499.37128742,FALSE
32,Group6_100Org,conf_26,TRUE,-1499.36825779,TRUE
32,Group6_100Org,conf_27,TRUE,-1499.37132998,FALSE
32,Group6_100Org,conf_28,TRUE,-1499.37119887,FALSE
